"homeWLP","visitingWLP","homeDiff","visitingDiff","homeLast8WLP","visitingLast8WLP","visitingWLPAsVisitor","homeWLPAsHome","winningTeam"
0.666666666666667,0.333333333333333,9,0.333333333333329,0.666666666666667,0.333333333333333,0,1,"VISITING"
0.25,0.75,-3,4.5,0.25,0.75,1,0.5,"HOME"
0.5,0.75,1.25,6.75,0.5,0.75,1,1,"VISITING"
0.25,0.333333333333333,-2,-6,0.25,0.333333333333333,0.5,0.5,"HOME"
0.75,0.333333333333333,0.5,-2,0.75,0.333333333333333,0,0.5,"HOME"
0,0.5,-9.33333333333333,-7.75,0,0.5,1,0,"HOME"
1,0.75,15.3333333333333,2.5,1,0.75,1,1,"HOME"
0.75,0.25,5.25,-3,0.75,0.25,0,1,"HOME"
0.75,1,1,6.5,0.75,1,1,1,"VISITING"
0,0,-13.25,-11.25,0,0,0,0,"VISITING"
0.5,0.75,5.5,6.75,0.5,0.75,0.5,0.666666666666667,"HOME"
1,0.666666666666667,14.2,-0.666666666666657,1,0.666666666666667,0,1,"HOME"
0.4,0.333333333333333,-1,0.333333333333343,0.4,0.333333333333333,0,0.666666666666667,"HOME"
0.25,0.2,-1.5,-2.8,0.25,0.2,0,0.5,"HOME"
0.5,0.4,5,-6.8,0.5,0.4,0.5,0.5,"HOME"
0,0.8,-11,7.2,0,0.8,1,0,"VISITING"
0.25,0.25,-7,-5,0.25,0.25,0.333333333333333,0.5,"VISITING"
0.4,0.6,-1.2,1.2,0.4,0.6,0.333333333333333,0.666666666666667,"VISITING"
0.25,0.4,-6.25,-0.799999999999997,0.25,0.4,0.333333333333333,0.5,"HOME"
0.8,0.8,6,4.60000000000001,0.8,0.8,0.666666666666667,1,"HOME"
0.6,0.8,-1.39999999999999,4.8,0.6,0.8,1,0.666666666666667,"VISITING"
0.2,1,-10.4,7.39999999999999,0.2,1,1,1,"VISITING"
0.2,0.5,-8.60000000000001,2,0.2,0.5,0.5,0,"HOME"
0.25,0.333333333333333,-0.5,-7.5,0.25,0.333333333333333,0.333333333333333,1,"HOME"
0.833333333333333,0.4,6.5,-0.599999999999994,0.833333333333333,0.4,0,0.5,"VISITING"
1,1,14.6666666666667,15.75,1,1,1,1,"VISITING"
0.166666666666667,0.666666666666667,-2.83333333333334,0.666666666666671,0.166666666666667,0.666666666666667,0.5,0.333333333333333,"VISITING"
0.6,0.6,-1.40000000000001,8.59999999999999,0.6,0.6,0,0.666666666666667,"HOME"
0.5,0.5,-4.75,2.25,0.5,0.5,0,1,"VISITING"
0.333333333333333,1,-1.16666666666667,6.5,0.333333333333333,1,1,0.5,"HOME"
0.6,0.4,2.19999999999999,-0.200000000000003,0.6,0.4,0.333333333333333,0.666666666666667,"HOME"
0.6,0.333333333333333,6.2,-5.66666666666667,0.6,0.333333333333333,0.333333333333333,0.666666666666667,"HOME"
0,0.5,-14.8,-0.333333333333329,0,0.5,0,0,"HOME"
0.666666666666667,0.666666666666667,4.83333333333333,3.5,0.666666666666667,0.666666666666667,0.5,1,"VISITING"
0.5,0.2,6.5,-7.40000000000001,0.5,0.2,0,0.75,"HOME"
0.4,0.333333333333333,-4.39999999999999,-4.83333333333333,0.4,0.333333333333333,0,0.666666666666667,"VISITING"
0.5,1,-1.5,14.8,0.5,1,1,0.5,"HOME"
0.833333333333333,0,8.16666666666666,-9.66666666666666,0.833333333333333,0,0,1,"HOME"
0.166666666666667,0.833333333333333,-9,4.33333333333333,0.166666666666667,0.833333333333333,1,0.5,"HOME"
0.285714285714286,0.4,-7.42857142857143,1,0.285714285714286,0.4,0,0.333333333333333,"VISITING"
0.714285714285714,0.333333333333333,4.85714285714286,-3.83333333333333,0.714285714285714,0.333333333333333,0,0.333333333333333,"HOME"
0.4,0.6,-2.2,2,0.4,0.6,0.5,0,"HOME"
0.142857142857143,0.428571428571429,-3.42857142857143,-4,0.142857142857143,0.428571428571429,0.333333333333333,0.25,"HOME"
0.666666666666667,0.4,-0.5,-4,0.666666666666667,0.4,0,0.75,"VISITING"
0.571428571428571,0.428571428571429,7.85714285714286,-2.42857142857143,0.571428571428571,0.428571428571429,0,0.8,"HOME"
0.571428571428571,0.714285714285714,2.85714285714286,2.57142857142857,0.571428571428571,0.714285714285714,0.75,0.666666666666667,"HOME"
0.833333333333333,0.5,10.3333333333333,-2.66666666666666,0.833333333333333,0.5,0.333333333333333,1,"VISITING"
0.857142857142857,0.166666666666667,5.42857142857143,-9.83333333333334,0.857142857142857,0.166666666666667,0,1,"HOME"
0.857142857142857,0.285714285714286,11.5714285714286,-6,0.857142857142857,0.285714285714286,0.25,1,"HOME"
0.428571428571429,0.285714285714286,-0.857142857142847,-6.57142857142857,0.428571428571429,0.285714285714286,0,0.666666666666667,"HOME"
0.5,0.375,1.83333333333333,-4.875,0.5,0.375,0.25,1,"HOME"
0.5,0.25,0.333333333333329,-6.625,0.5,0.25,0,0.666666666666667,"VISITING"
0.571428571428571,0.666666666666667,0.428571428571416,6.5,0.571428571428571,0.666666666666667,0.5,0.6,"HOME"
0.166666666666667,0.625,-8.83333333333333,7.125,0.166666666666667,0.625,0,0.333333333333333,"VISITING"
0.714285714285714,0.285714285714286,1.57142857142857,-4.85714285714285,0.714285714285714,0.285714285714286,0,1,"HOME"
0.333333333333333,0.857142857142857,-1.83333333333334,11,0.333333333333333,0.857142857142857,1,0.5,"VISITING"
0.714285714285714,0.25,4.28571428571428,-1.625,0.714285714285714,0.25,0,0.75,"VISITING"
0.5,0.142857142857143,0.5,-9.14285714285715,0.5,0.142857142857143,0,0.666666666666667,"HOME"
0.25,0.25,-7.25,-5.75,0.25,0.25,0.2,0.25,"VISITING"
0.714285714285714,0.571428571428571,7,4.42857142857143,0.714285714285714,0.571428571428571,0.333333333333333,0.666666666666667,"HOME"
0.875,0.75,10.625,5.625,0.875,0.75,1,1,"VISITING"
0.625,0,3.5,-12.8571428571428,0.625,0,0,0.75,"HOME"
0.875,0.625,5.375,1.25,0.875,0.625,0.6,1,"HOME"
0.571428571428571,0.625,2,3,0.571428571428571,0.625,0.666666666666667,1,"HOME"
0.428571428571429,0.5,-1.85714285714286,-0.666666666666671,0.428571428571429,0.5,0.5,0.5,"VISITING"
0.625,0.375,1.375,-2.375,0.625,0.375,0,0.666666666666667,"VISITING"
0.333333333333333,0.142857142857143,-0.777777777777771,-10,0.25,0.142857142857143,0,0.4,"VISITING"
0.333333333333333,0.25,-4.22222222222223,-4.75,0.375,0.25,0,0.666666666666667,"VISITING"
0.875,0,11.125,-17.875,0.875,0,0,0.666666666666667,"HOME"
0.125,0.571428571428571,-8.875,-0.428571428571431,0.125,0.571428571428571,0.5,0.25,"VISITING"
0.222222222222222,0.333333333333333,-6.66666666666667,-4.66666666666667,0.25,0.375,0.2,0.2,"VISITING"
0.333333333333333,0.5,-4.88888888888889,0.125,0.375,0.5,0.25,0.333333333333333,"HOME"
0.571428571428571,0.285714285714286,1.42857142857143,-3.28571428571429,0.571428571428571,0.285714285714286,0.25,0.75,"HOME"
0.571428571428571,0.625,-0.428571428571431,3.125,0.571428571428571,0.625,0.25,0.5,"HOME"
0.666666666666667,0.5,8.22222222222221,2.875,0.625,0.5,0.25,0.833333333333333,"HOME"
0.75,0.444444444444444,7.125,-1.22222222222221,0.75,0.375,0.2,0.75,"HOME"
0.777777777777778,0.3,5.77777777777779,-2.8,0.75,0.25,0.25,0.5,"VISITING"
0.666666666666667,0.25,9,-8.875,0.75,0.25,0.2,0.8,"HOME"
0.888888888888889,0.333333333333333,4.88888888888889,-3.44444444444444,0.875,0.375,0.2,1,"HOME"
0.571428571428571,0.555555555555556,-1,0.333333333333343,0.571428571428571,0.5,0.5,0.6,"HOME"
0.75,0.4,1.875,-2.8,0.75,0.5,0.333333333333333,1,"HOME"
0.777777777777778,0.4,8.66666666666667,-4,0.75,0.5,0.333333333333333,0.833333333333333,"HOME"
0.555555555555556,0.625,1,1.25,0.625,0.625,0.6,0.666666666666667,"HOME"
0.2,0.25,-6.19999999999999,-6.125,0.125,0.25,0.25,0.166666666666667,"HOME"
0.111111111111111,0.777777777777778,-9.33333333333333,9.11111111111111,0.125,0.75,0.75,0.2,"VISITING"
0.3,0.888888888888889,-4.5,10,0.375,0.875,1,0.5,"VISITING"
0.555555555555556,0.444444444444444,1.44444444444446,-1.66666666666667,0.5,0.5,0.2,0.6,"VISITING"
0.375,0.5,-1.75,-1,0.375,0.375,0.333333333333333,0.4,"VISITING"
0.444444444444444,0.5,1.44444444444444,0.600000000000009,0.5,0.375,0.5,0.75,"VISITING"
0.4,0.7,-3.60000000000001,9.5,0.375,0.75,0.5,0.75,"VISITING"
0.625,0.7,0.75,4.3,0.625,0.75,1,0.666666666666667,"VISITING"
0.625,0.222222222222222,3.75,-7.22222222222223,0.625,0.125,0.2,0.666666666666667,"VISITING"
0.3,0.363636363636364,-3.8,-3,0.375,0.5,0.285714285714286,0.5,"VISITING"
0.9,0.9,5.10000000000001,9.39999999999999,0.875,0.875,1,1,"HOME"
0.555555555555556,0,0.777777777777771,-16,0.5,0,0,0.666666666666667,"HOME"
0.7,0.625,8.39999999999999,7.25,0.75,0.625,0.333333333333333,0.857142857142857,"HOME"
0.555555555555556,0.1,-0.888888888888886,-10.5,0.625,0.125,0,1,"VISITING"
0.363636363636364,0.272727272727273,-5.27272727272727,-4.45454545454545,0.375,0.25,0.166666666666667,0.5,"HOME"
0.6,0.555555555555556,1.2,5.44444444444446,0.625,0.5,0.25,0.75,"VISITING"
0.5,0.272727272727273,-0.799999999999997,-4.18181818181819,0.5,0.125,0.25,0.75,"HOME"
0,0.333333333333333,-16.9,-2,0,0.25,0.333333333333333,0,"VISITING"
0.4,0.545454545454545,0.0999999999999943,-0.36363636363636,0.375,0.625,0.333333333333333,0.6,"VISITING"
0.363636363636364,0.363636363636364,-1.72727272727273,-5.72727272727272,0.375,0.375,0.166666666666667,0.333333333333333,"HOME"
0.555555555555556,0.6,2.33333333333334,3.2,0.625,0.625,0.5,0.5,"VISITING"
0.777777777777778,0.727272727272727,2.22222222222223,11.0909090909091,0.875,0.75,0.6,1,"VISITING"
0.3,0.25,-5.59999999999999,-5.5,0.25,0.25,0.142857142857143,0.25,"HOME"
0.272727272727273,0.545454545454545,-4.72727272727273,-0.545454545454547,0.375,0.5,0.5,0.4,"VISITING"
0.818181818181818,0.181818181818182,6.18181818181817,-9.09090909090908,0.75,0.25,0.2,0.75,"VISITING"
0.416666666666667,0.555555555555556,-1.58333333333333,-1.11111111111111,0.625,0.5,0.5,0.5,"VISITING"
0.8,0.909090909090909,9.59999999999999,7,0.75,0.875,0.8,0.857142857142857,"HOME"
0.222222222222222,0.25,-9.44444444444444,-4.16666666666667,0.25,0.125,0.2,0.333333333333333,"HOME"
0.545454545454545,0.727272727272727,0.545454545454547,5.36363636363636,0.5,0.75,1,0.6,"HOME"
0.545454545454545,0.6,1.63636363636364,1.39999999999999,0.375,0.5,0.666666666666667,0.5,"VISITING"
0.5,0.25,-1.30000000000001,-4.5,0.5,0.25,0.166666666666667,0.8,"HOME"
0.833333333333333,0.4,6.08333333333334,-0.700000000000003,0.75,0.375,0.5,1,"HOME"
0.230769230769231,0.363636363636364,-5.61538461538461,-0.272727272727266,0.25,0.25,0.2,0.4,"VISITING"
0.333333333333333,0.384615384615385,-5.41666666666666,-3.30769230769231,0.375,0.5,0.375,0.6,"VISITING"
0.727272727272727,0.666666666666667,8.45454545454545,3.66666666666667,0.875,0.625,0.857142857142857,0.875,"HOME"
0.7,0.5,1.7,1.90000000000001,0.75,0.5,0.6,0.8,"HOME"
0.75,0.25,10.4166666666667,-7.83333333333334,0.75,0.375,0.333333333333333,0.833333333333333,"HOME"
0.363636363636364,0.6,-4.45454545454545,5.5,0.375,0.625,0.4,0.4,"HOME"
0.8,0.416666666666667,10.3,-3.41666666666667,0.75,0.5,0.285714285714286,0.8,"HOME"
0.818181818181818,0.583333333333333,9.09090909090909,0,0.875,0.625,0.428571428571429,0.875,"HOME"
0.3,0.636363636363636,-6.90000000000001,3.09090909090909,0.25,0.625,0.571428571428571,0.5,"VISITING"
0,0.583333333333333,-16.3636363636364,-0.333333333333343,0,0.5,0.6,0,"VISITING"
0.666666666666667,0.416666666666667,5.25,-0.0833333333333428,0.75,0.375,0.333333333333333,0.75,"HOME"
0.454545454545455,0.833333333333333,0.545454545454547,11.8333333333333,0.5,0.875,0.666666666666667,0.4,"VISITING"
0.75,0.769230769230769,5.16666666666666,12.2307692307692,0.625,0.875,0.666666666666667,0.6,"HOME"
0.416666666666667,0.615384615384615,-1.41666666666667,1.69230769230769,0.5,0.625,0.666666666666667,0.428571428571429,"VISITING"
0.538461538461538,0.727272727272727,-3.23076923076923,2.72727272727272,0.625,0.75,0.6,0.8,"VISITING"
0.384615384615385,0.545454545454545,-4.15384615384616,3.18181818181819,0.375,0.625,0.333333333333333,0.6,"VISITING"
0.272727272727273,0.583333333333333,-8.90909090909091,1.75,0.25,0.5,0.5,0.4,"VISITING"
0.230769230769231,0,-5.07692307692307,-17.1666666666667,0.125,0,0,0.285714285714286,"HOME"
0.428571428571429,0.5,-2.71428571428572,0.0833333333333286,0.5,0.375,0.6,0.4,"VISITING"
0.363636363636364,0.75,-2.18181818181817,9.25,0.375,0.875,0.333333333333333,0.333333333333333,"VISITING"
0.538461538461538,0.307692307692308,0.615384615384613,-5.38461538461539,0.5,0.25,0.142857142857143,0.428571428571429,"HOME"
0.230769230769231,0.416666666666667,-9.84615384615385,-2.41666666666667,0.375,0.5,0.333333333333333,0.166666666666667,"VISITING"
0.214285714285714,0.818181818181818,-5.35714285714285,10.5454545454545,0.25,0.75,0.8,0.333333333333333,"VISITING"
0.846153846153846,0.636363636363636,6.92307692307692,2.81818181818181,0.75,0.625,0.75,1,"HOME"
0.285714285714286,0.583333333333333,-5.07142857142857,1.25,0.125,0.5,0.6,0.5,"VISITING"
0.357142857142857,0.615384615384615,-4.71428571428572,2,0.375,0.5,0.75,0.5,"VISITING"
0.416666666666667,0.4,-0.916666666666671,-3,0.5,0.5,0.444444444444444,0.333333333333333,"HOME"
0.714285714285714,0.384615384615385,11.1428571428571,-3.07692307692308,0.75,0.5,0.4,0.857142857142857,"VISITING"
0.769230769230769,0.285714285714286,5,-4.14285714285714,0.625,0.25,0.166666666666667,0.666666666666667,"HOME"
0.846153846153846,0.642857142857143,12.2307692307692,3.21428571428572,0.875,0.75,0.714285714285714,0.888888888888889,"HOME"
0,0.769230769230769,-16.4615384615385,9,0,0.875,0.5,0,"VISITING"
0.75,0.545454545454545,3.41666666666666,-0.27272727272728,0.75,0.625,0.2,0.833333333333333,"VISITING"
0.461538461538462,0.642857142857143,-1.69230769230769,2,0.625,0.5,0.777777777777778,0.5,"HOME"
0.5,0.230769230769231,-3.78571428571429,-4.92307692307692,0.625,0.125,0.142857142857143,0.666666666666667,"HOME"
0.571428571428571,0.833333333333333,0.642857142857139,10.0833333333333,0.5,0.75,0.833333333333333,0.5,"VISITING"
0.583333333333333,0.615384615384615,3.91666666666667,2.53846153846155,0.625,0.5,0.571428571428571,0.8,"VISITING"
0.583333333333333,0.857142857142857,0.0833333333333286,11.6428571428571,0.75,0.875,0.75,0.833333333333333,"VISITING"
0,0.384615384615385,-16,-1,0,0.25,0.285714285714286,0,"VISITING"
0.266666666666667,0.785714285714286,-6.13333333333333,9.07142857142857,0.125,1,0.6,0.428571428571429,"VISITING"
0.461538461538462,0.692307692307692,1.61538461538461,2.84615384615384,0.5,0.625,0.666666666666667,0.428571428571429,"HOME"
0.666666666666667,0.266666666666667,9.66666666666667,-4.2,0.75,0.25,0.142857142857143,0.75,"HOME"
0.6,0.5,2.73333333333333,-1.21428571428571,0.625,0.75,0.428571428571429,0.571428571428571,"HOME"
0.214285714285714,0.615384615384615,-5.42857142857143,2.76923076923076,0.125,0.625,0.666666666666667,0.333333333333333,"VISITING"
0.375,0.846153846153846,-4.8125,10.6153846153846,0.5,0.75,0.857142857142857,0.333333333333333,"VISITING"
0.785714285714286,0.642857142857143,5,3.07142857142857,0.625,0.5,0.625,0.714285714285714,"HOME"
0.692307692307692,0.428571428571429,5.76923076923077,-2.07142857142857,0.875,0.625,0.5,0.8,"HOME"
0.214285714285714,0.857142857142857,-9.64285714285714,7.57142857142857,0.25,0.75,0.666666666666667,0.142857142857143,"VISITING"
0.2,0.333333333333333,-5.33333333333334,-4.53333333333333,0.125,0.25,0.25,0.285714285714286,"HOME"
0.25,0.533333333333333,-9.16666666666667,-2.73333333333333,0.125,0.625,0.375,0.333333333333333,"VISITING"
0.538461538461538,0.538461538461538,-0.769230769230774,2.84615384615385,0.625,0.5,0.428571428571429,0.714285714285714,"HOME"
0.333333333333333,0.6,-2.5,1.53333333333333,0.375,0.5,0.7,0.285714285714286,"VISITING"
0.25,0.857142857142857,-6.25,10.9285714285714,0.125,0.875,0.875,0.375,"VISITING"
0.866666666666667,0.6875,11.6,9.5,0.875,0.75,0.571428571428571,0.9,"VISITING"
0.466666666666667,0.625,-1.66666666666666,3.0625,0.75,0.625,0.625,0.571428571428571,"HOME"
0.2,0.5625,-5.46666666666665,-1.5,0.125,0.625,0.444444444444444,0.285714285714286,"VISITING"
0.8,0.642857142857143,5.53333333333333,3,0.75,0.625,0.714285714285714,0.75,"VISITING"
0.4,0.352941176470588,-2.33333333333334,-5.41176470588235,0.625,0.375,0.4,0.375,"HOME"
0.2,0.230769230769231,-9.39999999999999,-9.76923076923077,0.25,0.125,0.166666666666667,0.125,"VISITING"
0.714285714285714,0.6,5.78571428571428,2,0.875,0.5,0.555555555555556,0.833333333333333,"HOME"
0.8,0.866666666666667,9,7.46666666666665,1,0.875,0.714285714285714,0.888888888888889,"VISITING"
0.25,0.25,-4.0625,-4.375,0.25,0.25,0.125,0.375,"HOME"
0.571428571428571,0.235294117647059,-0.0714285714285694,-6.17647058823529,0.625,0,0.125,0.75,"HOME"
0.5,0.4375,3.35714285714286,-1.25,0.5,0.625,0.428571428571429,0.5,"HOME"
0,0.705882352941177,-15.4666666666667,9.1764705882353,0,0.75,0.625,0,"VISITING"
0.588235294117647,0.75,-0.470588235294116,4.125,0.75,0.625,0.857142857142857,0.714285714285714,"VISITING"
0.3125,0.666666666666667,-5.1875,3.93333333333334,0.25,0.75,0.75,0.428571428571429,"VISITING"
0.642857142857143,0.5,0.785714285714278,2,0.625,0.5,0.375,0.714285714285714,"HOME"
0.307692307692308,0.733333333333333,-2.84615384615384,5.93333333333334,0.25,0.875,0.625,0.25,"VISITING"
0.428571428571429,0.625,-0.357142857142861,1.875,0.25,0.5,0.727272727272727,0.5,"VISITING"
0.1875,0.866666666666667,-6.125,10.5333333333333,0.125,1,0.888888888888889,0.25,"VISITING"
0.1875,0.8125,-8.875,10.625,0.25,0.75,0.8,0.111111111111111,"HOME"
0.5625,0.875,1.375,7.8125,0.5,0.875,0.75,0.666666666666667,"VISITING"
0.75,0.285714285714286,7.625,-9,0.875,0.25,0.285714285714286,0.8,"HOME"
0.588235294117647,0.333333333333333,1.41176470588236,-5.94444444444444,0.625,0.25,0.363636363636364,0.625,"VISITING"
0.235294117647059,0.533333333333333,-5.70588235294117,-0.533333333333331,0.25,0.375,0.666666666666667,0.375,"VISITING"
0.294117647058824,0.5,-5.82352941176471,0,0.25,0.75,0.375,0.375,"VISITING"
0.6875,0.266666666666667,4.6875,-9.33333333333334,0.75,0.25,0.25,0.571428571428571,"HOME"
0.666666666666667,0.5625,0.933333333333323,-0.0625,0.625,0.5,0.714285714285714,0.75,"HOME"
0,0.75,-14.9375,6.9375,0,0.875,0.666666666666667,0,"VISITING"
0.6,0.285714285714286,1.93333333333334,-4.21428571428571,0.625,0.125,0.4,0.777777777777778,"HOME"
0.222222222222222,0.4,-5.77777777777779,-1.53333333333335,0.25,0.25,0.375,0.333333333333333,"VISITING"
0.647058823529412,0.722222222222222,2.82352941176471,9.05555555555556,0.5,0.75,0.666666666666667,0.4,"VISITING"
0.533333333333333,0.555555555555556,3.93333333333334,-1.22222222222221,0.5,0.625,0.5,0.555555555555556,"HOME"
0.529411764705882,0.764705882352941,0.117647058823536,8,0.875,0.875,0.666666666666667,0.625,"VISITING"
0.176470588235294,0.235294117647059,-6.41176470588236,-7.94117647058823,0,0.375,0.285714285714286,0.222222222222222,"VISITING"
0.875,0.368421052631579,10.5625,-5.47368421052632,1,0.375,0.416666666666667,0.833333333333333,"HOME"
0.555555555555556,0.411764705882353,1.16666666666667,-1.88235294117648,0.625,0.5,0.375,0.555555555555556,"HOME"
0.529411764705882,0.764705882352941,0.588235294117652,9.58823529411765,0.5,0.75,0.666666666666667,0.571428571428571,"VISITING"
0.466666666666667,0.294117647058824,1.66666666666667,-2.23529411764706,0.375,0.25,0.125,0.666666666666667,"HOME"
0.529411764705882,0.625,-1.29411764705883,2.0625,0.5,0.625,0.333333333333333,0.444444444444444,"VISITING"
0.266666666666667,0.166666666666667,-4.2,-6.6111111111111,0.125,0,0.125,0.222222222222222,"HOME"
0.4375,0.764705882352941,-1.125,6.88235294117646,0.375,1,0.7,0.428571428571429,"HOME"
0.222222222222222,0.611111111111111,-7.5,2.5,0,0.5,0.75,0.333333333333333,"VISITING"
0.526315789473684,0.736842105263158,-1.31578947368421,8.73684210526315,0.5,0.75,0.7,0.625,"VISITING"
0.764705882352941,0.882352941176471,4.70588235294117,8.05882352941175,0.625,0.875,0.777777777777778,0.666666666666667,"HOME"
0.705882352941177,0.35,5.94117647058825,-5.25,0.875,0.25,0.384615384615385,0.625,"HOME"
0.6875,0.277777777777778,2.1875,-6.94444444444444,0.625,0.5,0.375,0.777777777777778,"HOME"
0.277777777777778,0.777777777777778,-5.61111111111111,9.5,0.125,0.75,0.714285714285714,0.333333333333333,"VISITING"
0.25,0,-10.375,-14.4117647058823,0.25,0,0,0.285714285714286,"VISITING"
0.210526315789474,0.5625,-5.73684210526316,3.875,0.125,0.5,0.5,0.3,"VISITING"
0.882352941176471,0.5,10,2.0625,1,0.375,0.333333333333333,0.857142857142857,"HOME"
0.777777777777778,0.388888888888889,7.66666666666666,-2.72222222222221,0.875,0.5,0.333333333333333,0.818181818181818,"HOME"
0.470588235294118,0.647058823529412,-0.941176470588232,2.52941176470588,0.5,0.75,0.428571428571429,0.5,"VISITING"
0.3125,0.263157894736842,-3.5,-7.42105263157895,0.25,0.375,0.333333333333333,0.3,"HOME"
0.210526315789474,0.2,-7.47368421052632,-5.60000000000001,0,0.125,0.111111111111111,0.3,"HOME"
0.789473684210526,0.588235294117647,10,3.8235294117647,0.75,0.625,0.571428571428571,0.818181818181818,"VISITING"
0.75,0.578947368421053,8.40000000000001,2,0.75,0.625,0.555555555555556,0.777777777777778,"VISITING"
0.705882352941177,0.5,3,0,0.625,0.75,0.444444444444444,0.8,"HOME"
0.235294117647059,0.777777777777778,-10.2352941176471,4.94444444444444,0.25,0.625,0.875,0.25,"VISITING"
0.5,0.368421052631579,0.111111111111114,-2.89473684210526,0.375,0.375,0.3,0.5,"HOME"
0.263157894736842,0.333333333333333,-6.31578947368422,-6.33333333333333,0.125,0.25,0.357142857142857,0.3,"VISITING"
0.833333333333333,0.722222222222222,7.11111111111111,6.38888888888889,0.75,0.875,0.636363636363636,1,"VISITING"
0.0555555555555556,0.277777777777778,-13.1666666666667,-2.55555555555556,0.125,0.25,0.111111111111111,0,"VISITING"
0.5,0.5,-1.34999999999999,-1.77777777777777,0.375,0.5,0.625,0.555555555555556,"HOME"
0.631578947368421,0.888888888888889,2.73684210526316,10.9444444444444,0.5,1,0.9,0.333333333333333,"VISITING"
0.157894736842105,0.0526315789473684,-6.63157894736841,-13.1052631578947,0,0.125,0.125,0.2,"VISITING"
0.789473684210526,0.6,4.78947368421052,2.5,0.75,0.625,0.6,0.7,"HOME"
0.722222222222222,0.470588235294118,7.16666666666667,0.352941176470594,0.875,0.375,0.3,0.666666666666667,"HOME"
0.736842105263158,0.222222222222222,6.36842105263158,-9.77777777777777,0.875,0.125,0.222222222222222,0.857142857142857,"HOME"
0.526315789473684,0.363636363636364,0.15789473684211,-5.81818181818181,0.5,0.25,0.4,0.555555555555556,"VISITING"
0.666666666666667,0.473684210526316,3.66666666666666,-1.57894736842105,0.875,0.625,0.4,0.8,"HOME"
